question_id,ifp_id,discover_id,start_date,end_date,is_resolved,resolved_date,resolution,is_voided,voided_date,title,description,categories,clarification,scoring_start_time,scoring_end_time,correctness_known_at,has_historic_data,is_ordinal,has_cameo_model,cameo_sources,cameo_targets,cameo_codes,cameo_range,cameo_date,rt_query,election,country,region,num_options,option_1,option_2,option_3,option_4,option_5
59,2808,435,2018-12-19 17:30:00+00:00,2019-01-31 19:01:00+00:00,TRUE,2019-02-27 18:44:57.694000+00:00,More than 287,FALSE,,How many homicides will the Mexican government report for Jalisco in January 2019?,"This question will be resolved using data reported by The Executive Secretariat of the National Public Security System of the Mexican government. To download the relevant data: - Go to <a href=""https://www.gob.mx/sesnsp/acciones-y-programas/victimas-nueva-metodologia?state=published""target=""_blank"">National Public Security System</a>;- Download the spreadsheet (under the header ‰Û÷Reportes de vÌ_ctimas por aÌ±o (formato XLSX‰Ûª) entitled ‰Û÷Victimas 2019.‰Ûª The number of homicides are reported in the ‰Û÷Homicidio‰Ûª row for the period of interest. This question will be resolved by consulting the data source once each week sometime between 10:00 AM ET Wednesday and 4:00 PM ET Thursday, starting the Wednesday after the question close date and continuing once each week until the data are successfully retrieved.åÊ",Politics/Intl Relations,,2018-12-19 19:01:00+00:00,2019-01-31 19:00:59+00:00,2019-02-27 16:18:56+00:00,TRUE,TRUE,FALSE,,,,,,,FALSE,,,5,Less than 219,"Between 219 and 241, inclusive",More than 241 but less than 263 ,"Between 263 and 287, inclusive",More than 287
60,2817,436,2018-12-19 17:30:00+00:00,2019-01-31 19:01:00+00:00,FALSE,,,FALSE,,What will be the short-term interest rate for Czech Republic (CZ) in January 2019?,"This question will be resolved using monthly data reported by the Organization for Economic Cooperation and Development (OECD) at <a href=""https://data.oecd.org/interest/short-term-interest-rates.htm""target=""_blank"">OECD short-term interest rates</a>. To access the relevant data: 
- Select 'Table';
- Select the country of interest in the 'Countries' field;
- Use the slider bar to select the time-period of interest in the 'Time' field. 
This question will be resolved by consulting the data source CSV file once each week sometime between 10:00 AM ET Wednesday and 4:00 PM ET Thursday, starting the Wednesday after the question close date and continuing once each week until the data are successfully retrieved. ",Macroeconomics/Finance,,2018-12-19 19:01:00+00:00,,,TRUE,TRUE,FALSE,,,,,,Interest rates in Czech,FALSE,,,3,Less than 2.06,"Between 2.06 and 2.31, inclusive",More than 2.31,,
61,2826,437,2018-12-19 17:30:00+00:00,2019-01-16 19:01:00+00:00,TRUE,2019-01-22 17:56:37.681000+00:00,1,FALSE,,How many major power outages will occur between 20 December 2018 and 16 January 2019 as reported by Wikipedia?,"This question will be resolved using the number of power outages reported in <a href=""https://en.wikipedia.org/wiki/List_of_major_power_outages""target=""_blank"">Wikipedia power outages</a>. Question will be resolved based on the data reported in Wikipedia at 11:59 PM ET 17 January 2019.",Other,,2018-12-19 19:01:00+00:00,2019-01-16 19:00:59+00:00,2019-01-22 17:10:19+00:00,TRUE,TRUE,FALSE,,,,,,,FALSE,,,4,0,1,2,More than 2,
62,2835,438,2018-12-19 17:30:00+00:00,2019-02-18 19:01:00+00:00,TRUE,2019-02-19 15:08:15.498000+00:00,No,FALSE,,Will the current international terrorism SEVERE threat level in the UK change before 19 February 2019?,"This question will be resolved based on the threat level reported on MI5 under the ‰Û÷Current threat from international terrorism‰Ûª heading <a href = ""https://www.mi5.gov.uk/threat-levels""target=""_blank"">https://www.mi5.gov.uk/threat-levels</a>. The question will be resolved retroactively if the threat level changes prior to the close date. ",Politics/Intl Relations,,2018-12-19 19:01:00+00:00,2019-02-18 19:00:59+00:00,2019-02-19 14:02:32+00:00,TRUE,FALSE,FALSE,,,,,,,FALSE,,,2,Yes,No,,,
63,2844,439,2018-12-19 17:30:00+00:00,2019-01-30 19:01:00+00:00,TRUE,2019-01-31 14:59:03.559000+00:00,No,FALSE,,Will there be a WHO-confirmed case of Ebola outside of the Democratic Republic of Congo before 31 January 2019?,"This question will be resolved exclusively according to the World Health Organization's Disease Outbreak News page for the Ebola virus, <a href=""http://www.who.int/csr/don/archive/disease/ebola/en/""target=""_blank"">http://www.who.int/csr/don/archive/disease/ebola/en/</a>. An infected patient being transported to another country for treatment will not count towards resolution.",Politics/Intl Relations,,2018-12-19 19:01:00+00:00,2019-01-30 19:00:59+00:00,2019-01-31 14:50:56+00:00,TRUE,FALSE,FALSE,,,,,,Will the WHO confirm another case of Ebola?,FALSE,,,2,Yes,No,,,
64,2853,440,2019-01-02 17:30:00+00:00,2019-02-05 19:01:00+00:00,TRUE,2019-02-07 17:36:57.911000+00:00,Yes,FALSE,,Will ACLED record any civilian fatalities in Nepal between 5 January 2019 and 5 February 2019?,"The Armed Conflict Location and Event Dataset (ACLED) summarizes press reports on conflict and protest events in Africa and parts of Asia. The relevant data can be accessed using the export tool atåÊ<a href = ""https://www.acleddata.com/data/""target=""_blank"">https://www.acleddata.com/data/</a>: - Set ‰Û÷From‰Ûª to the first day of the period of interest; - Set ‰Û÷To‰Ûª to the last day of the period of interest; - Set ‰Û÷Country‰Ûª to the country of interest; - Click ‰Û÷Export.‰Ûª The question will resolve as ""yes"" if ACLED records any event for which 'fatalities' is greater than or equal to 1; and a) ‰Û÷event_type‰Ûª is Violence against civilians or b) ‰Û÷event type‰Ûª is Remote violence and ‰Û÷actor_2‰Ûª includes Civilians. If a qualifying event is recorded, the question will be closed retroactively with the date of the first event as the end date of the question. This question will be resolved by consulting the data source once each week sometime between 10:00 AM ET Wednesday and 4:00 PM ET Thursday, starting the Wednesday after the question close date and continuing once each week until the data are successfully retrieved.åÊ",Politics/Intl Relations,,2019-01-02 19:01:00+00:00,2019-01-10 19:00:59+00:00,2019-01-11 05:00:28+00:00,TRUE,FALSE,FALSE,,,,,,,FALSE,,,2,Yes,No,,,
65,2862,441,2019-01-02 17:30:00+00:00,2019-01-31 19:01:00+00:00,TRUE,2019-02-06 19:18:29.435000+00:00,More than 100,FALSE,,"How many patents will China publish that have International Patent Classification (IPC) code 'F41H' (ARMOUR; ARMOURED TURRETS; ARMOURED OR ARMED VEHICLES; MEANS OF ATTACK OR DEFENCE, e.g. CAMOUFLAGE, IN GENERAL) in January 2019?","This question will be resolved using data from the European Patent Office. To access the relevant data:
- Go to <a href=""https://worldwide.espacenet.com/""target=""_blank"">Espacenet</a>;
- Click on ‰Û÷Advanced search‰Ûª;
- Verify that ‰Û÷Worldwide ‰ÛÒ collection of published applications from 100+ countries‰Ûª is selected in the collection search drop-down at the top;
- Enter ‰Û÷CN‰Ûª in the ‰Û÷Publication number‰Ûª field;
- Enter the year and month of interest in YYYYMM format in the ‰Û÷Publication date‰Ûª field;
- Enter the IPC code of interest in the ‰Û÷IPC‰Ûª field;
- Click ‰Û÷Search.‰Ûª
The number of patents published is shown at the top of the ‰Û÷Result list.'  
 If the count crosses the highest answer bin threshold before the close date, the question will be closed retroactively with the crossing date as the end date of the question. This question will be resolved by consulting the data source once each week sometime between 10:00 AM ET Wednesday and 4:00 PM ET Thursday, starting the Wednesday after the question close date and continuing once each week until the data are successfully retrieved. ",Politics/Intl Relations,,2019-01-02 19:01:00+00:00,2019-01-24 19:00:59+00:00,2019-01-25 05:00:18+00:00,FALSE,TRUE,FALSE,,,,,,,FALSE,,,5,Less than 65,"Between 65 and 75, inclusive",More than 75 but less than 85,"Between 85 and 100, inclusive",More than 100
66,2871,442,2019-01-02 17:30:00+00:00,2019-01-30 19:01:00+00:00,TRUE,2019-02-06 16:02:54.946000+00:00,Unchanging,FALSE,,What will be the status of the War in Syria conflict on 31 January 2019 according to the Council on Foreign Relations' Global Conflict Tracker?,"The Council on Foreign Relations (CFR) (<a href = ""https://www.cfr.org/""target=""_blank"">https://www.cfr.org/</a>) monitors issues and conflicts around the world. The CFR's Center for Preventive Action (CPA)'s Global Conflict Tracker (<a href = ""https://www.cfr.org/interactives/global-conflict-tracker#!/global-conflict-tracker""target""_blank"">https://www.cfr.org/interactives/global-conflict-tracker#!/global-conflict-tracker</a>) provides an overview of conflicts occurring throughout the world. This question will be resolved according to the status of the indicated conflict as listed under the ‰Û÷Conflict Status‰Ûª section. This question will be resolved by consulting the data source once each week sometime between 10:00 AM ET Wednesday and 4:00 PM ET Thursday, starting the Wednesday after the question close date and continuing once each week until the data are successfully retrieved. ",Politics/Intl Relations,,2019-01-02 19:01:00+00:00,2019-01-30 19:00:59+00:00,2019-02-06 15:49:42+00:00,FALSE,TRUE,TRUE,sy,,"10,11,12,13,14,15,16,17,18,19,20",3,2019-01-31 00:00:00+00:00,Council on Foreign Relations Global Conflict Tracker considers the status of the War in Syria in 2019?,FALSE,,,3,Worsening,Unchanging,Improving,,
67,2880,443,2019-01-02 17:30:00+00:00,2019-01-31 19:01:00+00:00,TRUE,2019-02-11 19:50:24.785000+00:00,Less than 10,FALSE,,How many 'hacking or malware (HACK)' data breaches will Privacy Rights Clearinghouse record in January 2019?,"This question will be resolved using Privacy Rights Clearinghouse's Chronology of Data Breaches (<a href = ""https://www.privacyrights.org/data-breaches""target=""_blank"">https://www.privacyrights.org/data-breaches</a>). To access the relevant data:- Select 'Hacking or Malware (HACK)' as the type of breach;- Click 'Search Data Breaches';- Download the 'Data Breach File'; - Count the number of entries, for all organizations, in which 'Date Made Public' falls in the month of interest (sort by 'Date Made Public', if necessary). If the count crosses the highest answer bin threshold before the close date, the question will be closed retroactively with the crossing date as the end date of the question. This question will be resolved by consulting the data source once each week sometime between 10:00 AM ET Wednesday and 4:00 PM ET Thursday, starting and continuing once each week until the data are successfully retrieved.åÊ",Technology,,2019-01-02 19:01:00+00:00,2019-01-31 19:00:59+00:00,2019-02-07 19:13:12+00:00,TRUE,TRUE,FALSE,,,,,,,FALSE,,,5,Less than 10,"Between 10 and 15, inclusive",More than 15 but less than 21,"Between 21 and 28, inclusive",More than 28
68,2889,444,2019-01-02 17:30:00+00:00,2019-02-02 19:01:00+00:00,TRUE,2019-02-06 19:14:07.762000+00:00,Nayib Bukele,FALSE,,Who will win El Salvador's Presidential election?,"The Presidential election is scheduled for 3 February 2019, with a run-off scheduled for 10 March 2019 if no candidate wins an absolute majority of the votes in the first round (<a href = ""https://theglobalamericans.org/2018/09/an-outsider-candidate-looms-large-in-el-salvadors-february-presidential-election/""target=""_blank"">https://theglobalamericans.org/2018/09/an-outsider-candidate-looms-large-in-el-salvadors-february-presidential-election/</a>). ",Politics/Intl Relations,"This question was incorrectly coded to ""use ordinal scoring."" We have corrected this code and have initiated a re-score of this question.",2019-01-02 19:01:00+00:00,2019-02-02 19:00:59+00:00,2019-02-06 16:59:39+00:00,FALSE,FALSE,FALSE,,,,,,,TRUE,el salvador,,4,Nayib Bukele,Carloa Calleja,Hugu Martinez,JosuÌ© Alvarado ,
69,2898,445,2019-01-02 17:30:00+00:00,2019-01-31 19:01:00+00:00,TRUE,2019-02-13 18:16:52.347000+00:00,"Between 179 and 187, inclusive",FALSE,,What will be the FAO Dairy Price Index in January 2019?,"This question will be resolved using data reported by the Food and Agricultural Organization of the United Nations (FAO). Relevant data are available at <a href=""http://www.fao.org/worldfoodsituation/foodpricesindex/en/""target=""_blank""> http://www.fao.org/worldfoodsituation/foodpricesindex/en/</a> in the 'FAO food price index' table. This question will be resolved by consulting the data source once each week sometime between 10:00 AM ET Wednesday and 4:00 PM ET Thursday, starting the Wednesday after the question close date and continuing once each week until the data are successfully retrieved. ",Macroeconomics/Finance,,2019-01-02 19:01:00+00:00,2019-01-31 19:00:59+00:00,2019-02-13 18:08:36+00:00,TRUE,TRUE,FALSE,,,,,,,FALSE,,,5,Less than 165,"Between 165 and 173, inclusive",More than 173 and less than 179,"Between 179 and 187, inclusive",More than 187
70,2907,447,2019-01-02 17:30:00+00:00,2019-01-31 19:01:00+00:00,TRUE,2019-03-08 14:02:57.468000+00:00,No,FALSE,,Will ICEWS record any armed conflict events between the militaries of Israel and Syria between 4 January 2019 and 31 January 2019?,"This question will be resolved using event data collected by the Worldwide Integrated Conflict Early Warning System (ICEWS). Data are available at the following links:
* <a href=""https://github.com/gfchallenge/gfc/tree/master/data/ICEWS"">Unfiltered ICEWS data</a> (files are named YYYYMMDDHHMMSS.ReleaseXXX_Factiva.csv)
* <a href=""https://github.com/gfchallenge/gfc/tree/master/data/Files By Topic/Armed Conflict"">Filtered ICEWS data</a>: 1) armed conflict events per month for all countries and 2) a time series graph filtered for armed conflict events and countries of interest.
The question will be resolved using the files from <a href=""https://github.com/gfchallenge/gfc/tree/master/data/ICEWS"">unfiltered ICEWS data</a> for which the filename contains 20190107 through 20190211, inclusive. Within these files, count the event records for which:
- ‰Û÷Event Date‰Ûª falls within the period of interest;
- ‰Û÷Top Cameo Code‰Ûª is 19;
- ‰Û÷Source Country‰Ûª and ‰Û÷Target Country‰Ûª are the countries of interest (in no particular order);
- Both ‰Û÷Source Sector‰Ûª and ‰Û÷Target Sector‰Ûª contain the term ‰Û÷Military.‰Ûª
These CAMEO codes indicate violent interstate fighting. If a qualifying event is recorded, the question will be closed retroactively with the date of the first event as the end date of the question. This question will be resolved by consulting the data source once each week sometime between 10:00 AM ET Wednesday and 4:00 PM ET Thursday, starting the Wednesday after the question close date and continuing once each week until the data are successfully retrieved. (To download the files, you may have to right-click the Download button and ‰Û÷Save link as...‰Ûª)
ICEWS counts are best viewed as a dynamic index of news coverage for a given event/country pair and are most informative when considered in relation to past values for the same country and code(s). ICEWS event data are extracted from the Factiva news database, which draws from a multilingual roster of over 6,000 news sources from around the world. These event data are then assigned event type codes (such as 190 ‰ÛÒ ‰ÛÏUse conventional military force‰Û) based on the Conflict and Mediation Event Observations (CAMEO) codebook. See Chapters 2 and 6 of the <a href=""http://eventdata.parusanalytics.com/cameo.dir/CAMEO.Manual.1.1b3.pdf"">CAMEO manual</a> for a detailed codebook and a condensed rundown of event types, respectively.",Other,,2019-01-02 19:01:00+00:00,2019-01-31 19:00:59+00:00,2019-03-07 18:53:51+00:00,FALSE,FALSE,TRUE,il,sy,"10,11,12,13,14,15,16,17,18,19,20",3,,,FALSE,,,2,Yes,No,,,
71,2916,448,2019-01-02 17:30:00+00:00,2019-02-27 19:01:00+00:00,TRUE,2019-02-28 14:53:57.131000+00:00,No,FALSE,,Will there be an earthquake of magnitude 8.5 or stronger worldwide between 3 January and 27 February 2019?,"This question will be resolved using the United States Geological Survey's Earthquake Catalog (<a href=""https://earthquake.usgs.gov/earthquakes/search/""target=""_blank"">https://earthquake.usgs.gov/earthquakes/search/</a>). To access the relevant data: 
- Set the Magnitude to a Custom Minimum equal to the magnitude of interest;
- Set the Date & Time to a Custom Start with the first day of interest and End to the last day of interest;
- Leave the UTC times to the default settings (00:00:00 & 23:59:59);
- Set Geographic Region to World;
- Click Search beneath Output Options.
The number of earthquakes displays in the top left Search Results window. If a high magnitude earthquake occurs, the question will be closed and resolved retroactively on the date the first high magnitude earthquake occurred. This question will be resolved by consulting the data source once each week sometime between 10:00 AM ET Wednesday and 4:00 PM ET Thursday, starting and continuing once each week until the data are successfully retrieved. ",Natural Sciences/Climate,,2019-01-02 19:01:00+00:00,2019-02-27 19:00:59+00:00,2019-02-28 14:21:58+00:00,FALSE,FALSE,FALSE,,,,,,,FALSE,,,2,Yes,No,,,
72,2925,449,2019-01-02 17:30:00+00:00,2019-01-31 19:01:00+00:00,TRUE,2019-02-05 14:28:28.451000+00:00,More than 20,FALSE,,How many terrorist incidents with 15 or more dead (victims + perpetrators) will occur in January 2019 as reported by Wikipedia?,"This question will be resolved using the number of terrorist incidents reported in Wikipedia (<a href = ""https://en.wikipedia.org/wiki/List_of_terrorist_incidents""target=""_blank"">https://en.wikipedia.org/wiki/List_of_terrorist_incidents</a>) in which 15 or more deaths, both victims and perpetrators, are reported for the month of interest. If deaths are reported as a range for an incident, the lower bound will be used to determine if the event qualifies as 15 or more. Question will be resolved based on the data reported in Wikipedia at 11:59 PM ET on the first day of the following month (e.g., data reported 1 February at 11:59 PM ET if question concerns terrorist incidents in January). ",Other,,2019-01-02 19:01:00+00:00,2019-01-23 19:00:59+00:00,2019-01-24 05:00:08+00:00,TRUE,TRUE,FALSE,,,,,,,FALSE,,,5,Less than 8,"Between 8 and 11, inclusive",More than 11 and less than 17,"Between 17 and 20, inclusive",More than 20
73,2934,450,2019-01-02 17:30:00+00:00,2019-03-12 18:01:00+00:00,TRUE,2019-03-13 14:45:58.457000+00:00,No,FALSE,,Will Fethullah Gulen arrive in Turkey before 13 March 2019?,"Fethullah Gulen is a Muslim cleric that Turkey claims instigated a failed coup attempt in Turkey in 2016 (<a href=""https://www.nytimes.com/2016/08/05/world/europe/turkey-erdogan-fethullah-gulen.html?module=inline""target=""_blank"">https://www.nytimes.com/2016/08/05/world/europe/turkey-erdogan-fethullah-gulen.html?module=inline</a>). A ""yes"" resolution requires that Fethullah Gulen arrive in Turkey before the date indicated.  Announcements of a future arrival, or arrival within a Turkish embassy will be insufficient for a ""yes"" resolution.",Politics/Intl Relations,,2019-01-02 19:01:00+00:00,2019-03-12 18:00:59+00:00,2019-03-13 13:36:17+00:00,FALSE,FALSE,TRUE,us,tr,"02,03,06",3,,,FALSE,,,2,Yes,No,,,
74,2943,446,2019-01-09 17:30:00+00:00,2019-01-31 19:01:00+00:00,TRUE,2019-03-06 19:29:08.637000+00:00,More than 227 and less than 244,FALSE,,What will be the last recorded price of gasoline in Nigeria in the Dandume market for January 2019?,"The Famine Early Warning Systems Network (FEWS NET) provides early warning and analysis on acute food insecurity around the world. The question will be resolved using data downloaded from FEWS NET at: <a href=""http://fews.net/content/staple-food-price-data-1995-present"">http://fews.net/content/staple-food-price-data-1995-present</a>. The relevant price can be found where 'country' is the country of interest; 'market' is the market of interest; 'product' is the product of interest; 'period_date' is the date of interest; and ‰Û÷value‰Ûª is the price. This question will be resolved by consulting the data source once each week sometime between 10:00 AM ET Wednesday and 4:00 PM ET Thursday, starting the Wednesday after the question close date and continuing once each week until the data are successfully retrieved.",Macroeconomics/Finance,,2019-01-09 19:01:00+00:00,2019-01-31 19:00:59+00:00,2019-03-06 18:42:07+00:00,TRUE,TRUE,FALSE,,,,,,,FALSE,,,5,Less than 207,"Between 207 and 227, inclusive",More than 227 and less than 244,"Between 244 and 264, inclusive",More than 264
75,2952,451,2019-01-09 17:30:00+00:00,2019-02-01 19:01:00+00:00,TRUE,2019-02-06 19:12:56.503000+00:00,Yes,FALSE,,Will ACLED record any civilian fatalities in Algeria between 11 January and 2 February 2019?,"The Armed Conflict Location and Event Dataset (ACLED) summarizes press reports on conflict and protest events in Africa and parts of Asia. The relevant data can be accessed using the export tool atåÊ<a href = ""https://www.acleddata.com/data/""target=""_blank"">https://www.acleddata.com/data/</a>: - Set ‰Û÷From‰Ûª to the first day of the period of interest; - Set ‰Û÷To‰Ûª to the last day of the period of interest; - Set ‰Û÷Country‰Ûª to the country of interest; - Click ‰Û÷Export.‰Ûª The question will resolve as ""yes"" if ACLED records any event for which 'fatalities' is greater than or equal to 1; and a) ‰Û÷event_type‰Ûª is Violence against civilians or b) ‰Û÷event type‰Ûª is Remote violence and ‰Û÷actor_2‰Ûª includes Civilians. If a qualifying event is recorded, the question will be closed retroactively with the date of the first event as the end date of the question. This question will be resolved by consulting the data source once each week sometime between 10:00 AM ET Wednesday and 4:00 PM ET Thursday, starting the Wednesday after the question close date and continuing once each week until the data are successfully retrieved.åÊ",Politics/Intl Relations,,2019-01-09 19:01:00+00:00,2019-01-30 19:00:59+00:00,2019-01-31 05:00:49+00:00,TRUE,FALSE,FALSE,,,,,,,FALSE,,,2,Yes,No,,,
76,2961,452,2019-01-09 17:30:00+00:00,2019-02-05 19:01:00+00:00,TRUE,2019-03-11 15:59:00.580000+00:00,More than 40 and less than 80,FALSE,,How many earthquakes of magnitude 4.5 or stronger will occur in the Melanesia area between 11 January and 5 February 2019?,"This question will be resolved using the United States Geological Survey's Earthquake Catalog (<a href=""https://earthquake.usgs.gov/earthquakes/search/""target=""_blank"">https://earthquake.usgs.gov/earthquakes/search/</a>). To access the relevant data: 
- Set the Magnitude to a Custom Minimum equal to the magnitude of interest;
- Set the Date & Time to a Custom Start with the first day of interest and End to the last day of interest;
- Leave the UTC times to the default settings (00:00:00 & 23:59:59);
- Set Geographic Region to Custom;
- Expand the ‰Û÷Advanced Options‰Ûª;
- Set Geographic Region to North=0, West=150, East=180, and South=-25;
- Click Search beneath Output Options.
The number of earthquakes displays in the top left Search Results window. If the count crosses the highest answer bin threshold before the close date, the question will be closed retroactively with the crossing date as the end date of the question. This question will be resolved by consulting the source between 10:00 AM and 4:00 PM ET on 11 March 2019. Resolution will be based on the value observed at the time of source consultation.",Natural Sciences/Climate,,2019-01-09 19:01:00+00:00,2019-02-05 19:00:59+00:00,2019-03-11 14:37:33+00:00,TRUE,TRUE,FALSE,,,,,,,FALSE,,,5,Less thanåÊ10,"Between 10 and 40, inclusive",More than 40 and less than 80,"Between 80 and 110, inclusive",More than 110
77,2970,453,2019-01-09 17:30:00+00:00,2019-01-30 19:01:00+00:00,TRUE,2019-02-01 19:13:13.189000+00:00,"Between $1,310 and $1,360, inclusive",FALSE,,What will be the daily closing price of gold on 31 January 2019 in USD?,"This question will be resolved using the last daily London Bullion Market Association (LBMA) Gold Price USD (PM) <a href=""http://www.lbma.org.uk/precious-metal-prices""target=""_blank"">http://www.lbma.org.uk/precious-metal-prices</a> for the date of interest. To access the relevant data:- Select 'Table';- Refer to the 'PM' column under 'USD.' Question will be closed on the day before the date of interest. ",Macroeconomics/Finance,,2019-01-09 19:01:00+00:00,2019-01-30 19:00:59+00:00,2019-02-01 17:20:20+00:00,TRUE,TRUE,FALSE,,,,,,What will be the daily closing price of gold on 31 January 2019 in USD?,FALSE,,,5,"Less than $1,230","Between $1,230 and $1,270, inclusive","More than $1,270 and less than $1,310","Between $1,310 and $1,360, inclusive","More than $1,360"
78,2979,454,2019-01-09 17:30:00+00:00,2019-02-06 19:01:00+00:00,TRUE,2019-02-14 14:51:50.752000+00:00,Yes,FALSE,,Will there be a significant increase in worldwide search interest in the term ‰ÛÏterrorist attack‰Û reported by Google Trends between 10 January and 6 February 2019?,"Google Trends tracks how often a particular search-term is entered relative to the total search-volume. Numbers represent search interest relative to the highest value for the given region and period of interest. A value of 100 is the peak popularity for the term during the period of interest. A value of 50 means that the term is half as popular. A score of 0 means there was not enough data for this term. This question will resolve as ‰Û÷yes‰Ûª if Google Trends shows a 50-point or greater increase of interest in the search term in one (1) day during the period of interest. To access the relevant data, from <a href= ""https://trends.google.com/trends/explore""target=""_blank"">Google Trends</a>:
- Enter the search term of interest (as a ‰Û÷Search term‰Ûª not a ‰Û÷Topic‰Ûª);
- Make sure 'Worldwide' is selected for the geographic area;
- Use the drop-down field to enter a ‰Û÷Custom time range‰Ûª corresponding to the period of interest;
- Click the down arrow in the top right of the 'Interest over time' chart to download the data to a CSV file.
This question will be resolved by consulting the data source once each week sometime between 10:00 AM ET Wednesday and 4:00 PM ET Thursday, starting the Wednesday after the question close date and continuing once each week until the data are successfully retrieved. ",Politics/Intl Relations,,2019-01-09 19:01:00+00:00,2019-01-14 19:00:59+00:00,2019-01-15 05:00:03+00:00,TRUE,FALSE,FALSE,,,,,,,FALSE,,,2,Yes,No,,,
79,2988,455,2019-01-09 17:30:00+00:00,2019-01-31 19:01:00+00:00,TRUE,2019-02-06 15:51:00.026000+00:00,Improved,FALSE,,"Will the International Crisis Group report an unchanged, deteriorated, or improved situation for Yemen in January 2019?","Crisis Group‰Ûªs monthly bulletin, Crisis Watch, provides short, country-specific updates on political and security developments worldwide, assessing in each case whether the overall situation has deteriorated, improved, or remained unchanged. Bulletins can be accessed from: <a href = ""https://www.crisisgroup.org/crisiswatch""target=""_blank""> https://www.crisisgroup.org/crisiswatch</a>. The question will resolve according to which countries are listed in the ‰ÛÏTrends for Last Month‰Û box for the month of interest. This question will be resolved by consulting the data source once each week sometime between 10:00 AM ET Wednesday and 4:00 PM ET Thursday, starting the Wednesday after the question close date and continuing once each week until the data are successfully retrieved. ",Politics/Intl Relations,,2019-01-09 19:01:00+00:00,2019-01-31 19:00:59+00:00,2019-02-06 15:44:55+00:00,TRUE,TRUE,FALSE,,,,,,"Will the International Crisis Group report an unchanged, deteriorated, or improved situation for Yemen in 2019?",FALSE,,,3,Unchanged,Deteriorated,Improved,,
80,2997,456,2019-01-09 17:30:00+00:00,2019-02-28 19:01:00+00:00,TRUE,2019-03-06 19:11:52.905000+00:00,"Between 56 and 62, inclusive",FALSE,,What percentage of respondents will say that Germany‰Ûªs federal government is working well (‰Û÷gut‰Ûª) in the latest Politbarometer survey in February 2019?  ,"This question will be resolved using the Elections Research Group's (<a href = ""http://www.forschungsgruppe.de/Umfragen/Politbarometer/Langzeitentwicklung_-_Themen_im_Ueberblick/Politik_II/#ZufPartner""target=""_blank"">Politbarometer</a>) website. To access the relevant data, beneath Download Area, select ‰Û÷Table‰Ûª (Tabelle) under the heading 'Work of the Federal Government' (Arbeit der Bundesregierung). The relevant rating is in the 'good' (gut) column.åÊThis question will be resolved by consulting the data source once each week sometime between 10:00 AM ET Wednesday and 4:00 PM ET Thursday, starting the Wednesday after the question close date and continuing once each week until the data are successfully retrieved.åÊ",Politics/Intl Relations,,2019-01-09 19:01:00+00:00,2019-02-21 19:00:59+00:00,2019-02-22 05:00:19+00:00,TRUE,TRUE,FALSE,,,,,,,FALSE,,,5,Less than 45,"Between 45 and 51, inclusive",More than 51 but less than 56,"Between 56 and 62, inclusive",More than 62
81,3006,457,2019-01-09 17:30:00+00:00,2019-02-20 19:01:00+00:00,TRUE,2019-02-22 13:39:15.959000+00:00,No,FALSE,,Will Ukraine execute or be targeted in an acknowledged national military attack before 20 February 2019?,"""Acknowledged‰Û means the government of the country executing the attack claims responsibility for it. ‰ÛÏA ‰ÛÏnational military attack‰Û includes the employment of conventional or unconventional weapons by one country‰Ûªs national military forces on another country‰Ûªs military, military assets, or territory, including citizens located within that territory, but excluding territorial waters, foreign missions, and/or exclusive economic zones. A ‰ÛÏcyber‰Û attack will not qualify as a ‰ÛÏnational military attack.‰Û Attacks by specific military or paramilitary units or non-state actors will not qualify as ‰ÛÏnational military attacks‰Û unless the government claims responsibility for them.
",Politics/Intl Relations,,2019-01-09 19:01:00+00:00,2019-02-20 19:00:59+00:00,2019-02-22 13:27:12+00:00,FALSE,FALSE,TRUE,ua,,"10,11,12,13,14,15,16,17,18,19,20",3,2019-02-20 00:00:00+00:00,,FALSE,,,2,Yes,No,,,
82,3015,458,2019-01-09 17:30:00+00:00,2019-01-31 19:01:00+00:00,TRUE,2019-02-13 19:46:55.480000+00:00,Less than 10760,FALSE,,How much crude oil will Saudi Arabia produce in January 2019?,"This question will be resolved using oil production data measured in thousands of barrels per day (tb/d) reported for the country of interest for the month of interest in the ""OPEC crude oil production based on secondary sources"" table of the OPEC Monthly Oil Market Report (<a href=""http://www.opec.org/opec_web/en/publications/338.htm""target=""_blank"">http://www.opec.org/opec_web/en/publications/338.htm</a>), expected to be published the first part of the following month. This question will be resolved by consulting the data source once each week sometime between 10:00 AM ET Wednesday and 4:00 PM ET Thursday, starting the Wednesday after the question close date and continuing once each week until the data are successfully retrieved. ",Macroeconomics/Finance,,2019-01-09 19:01:00+00:00,2019-01-31 19:00:59+00:00,2019-02-13 18:48:31+00:00,TRUE,TRUE,FALSE,,,,,,Saudi Arabia will produce crude oil in January 2019?,FALSE,,,5,Less than 10760,"Between 10760 and 10940, inclusive",More than 10940 but less than 11090,"Between 11090 and 11270, inclusive",More than 11270
