Health/Disease,Macroeconomics/Finance,Natural Sciences/Climate,Other,Politics/Intl Relations,Technology,date,entropy_b,entropy_c,entropy_d,entropy_human,entropy_sage,entropy_te,ifp_id,n_forecasts,n_forecasts_b,n_forecasts_c,n_forecasts_d,n_forecasts_sage,n_forecasts_te,ordinal,p_updates,stage,variance_b,variance_c,variance_d,variance_human,variance_sage,variance_te
0,1,0,0,0,0,2018-07-17,0,4.117231079,0,5.231778067,4.492604109,4.595950374,1793,238,0,89,0,121,117,1,0,0.831325301,0,0.541464093,0,0.567841226,0.523831281,0.564817609
0,0,0,1,0,0,2018-07-17,0,3.782261475,0,4.456123679,3.966651548,3.507389513,1811,94,0,49,0,58,36,1,0,0.831325301,0,0.374852702,0,0.329912423,0.348706844,0.296818969
0,0,0,1,0,0,2018-07-17,0,4.233842834,0,4.956903987,4.548989927,3.880696468,1865,159,0,78,0,106,53,1,0,0.605263158,0,0.521909788,0,0.552977235,0.522705236,0.548879842
0,0,0,0,1,0,2018-07-17,0,4.864655703,0,6.030267212,5.103149128,5.531822575,2036,649,0,192,0,263,386,0,0,0.625,0,0.589872232,0,0.649096905,0.594452251,0.677345309
0,0,0,0,1,0,2018-07-17,0,5.051537395,0,6.174155741,5.349160198,5.615884898,1982,524,0,177,0,238,286,0,0,0.55,0,0.492651938,0,0.513192925,0.50368612,0.393017475
0,0,0,1,0,0,2018-07-17,0,4.614026644,0,5.459946831,4.884215845,4.64133842,1973,276,0,118,0,153,123,1,0,0.797101449,0,0.280905815,0,0.294001719,0.268826571,0.317132266
0,0,0,1,0,0,2018-07-17,0,4.046055222,0,4.725435839,4.43888239,3.38953617,2027,254,0,115,0,157,97,1,0,0.514018692,0,0.386250352,0,0.434846537,0.46917512,0.321955129
0,0,0,0,1,0,2018-07-17,0,4.901618718,0,6.24252768,5.199942003,5.810477433,1991,533,0,142,0,193,340,0,0,0.55,0,0.435516304,0,0.389156018,0.4564955,0.301612
0,1,0,0,0,0,2018-07-17,0,4.228860292,0,4.769703416,4.498443383,3.361055162,2018,139,0,83,0,108,31,1,0,0.797101449,0,0.294214964,0,0.308714392,0.291904974,0.286900805
0,0,0,0,1,0,2018-07-17,0,4.658680446,0,5.82234621,4.96849758,5.331334092,2090,432,0,148,0,200,232,0,0,0.516129032,0,0.459860282,0,0.579592762,0.444167382,0.515658084
0,0,0,0,0,1,2018-07-17,0,4.273506743,0,5.332216136,4.621660937,4.659656393,2072,232,0,81,0,115,117,1,0,0.774193548,0,0.433169336,0,0.400535802,0.440617433,0.352122118
0,0,0,1,0,0,2018-07-17,0,3.938304895,0,5.129322162,4.262403483,4.595042995,2081,180,0,58,0,79,101,0,0,0.516129032,0,0.541424513,0,0.476775889,0.520796158,0.290425831
0,0,0,0,1,0,2018-07-17,0,4.759615425,0,5.879928454,5.036940479,5.326175882,2108,374,0,126,0,166,208,0,0,0.516129032,0,0.461303087,0,0.414742361,0.459962259,0.237699042
0,0,0,1,0,0,2018-07-17,0,4.269538273,0,5.244315298,4.516641048,4.585840202,2162,367,0,130,0,172,195,1,0,0.440860215,0,0.433357403,0,0.429337204,0.460269737,0.398742818
0,1,0,0,0,0,2018-07-17,0,3.821207203,0,4.630231436,4.09458517,3.758887474,2135,122,0,56,0,73,49,1,0,0.745454545,0,0.539751826,0,0.547844788,0.533572092,0.534399
0,0,0,1,0,0,2018-07-17,0,4.676780181,0,6.040068975,5.019568541,5.614600862,2153,459,0,123,0,172,287,0,0,0.440860215,0,0.485766434,0,0.508237501,0.473239374,0.407793493
0,0,1,0,0,0,2018-07-17,0,4.76920249,0,5.839608307,5.066534883,5.225326482,2126,437,0,139,0,194,243,1,0,0.745454545,0,0.235488003,0,0.260861544,0.231979274,0.281107296
0,0,0,0,1,0,2018-07-17,0,1.343037341,0,1.871983071,1.558626073,0.68628655,2117,7,0,4,0,5,2,1,0,0.476744186,0,0.222665625,0,0.2407094,0.227047209,0.044125
0,0,0,0,1,0,2018-07-17,0,0,0,1.313844237,0,1.085199754,2171,4,0,0,0,1,3,0,0,0.440860215,0,0,0,0.48950772,0,0.261768617
0,0,0,0,1,0,2018-07-17,0,3.181295025,0,4.643896811,3.488579611,4.271480271,2189,107,0,26,0,35,72,0,0,0.430379747,0,0.441939178,0,0.346072545,0.433346443,0.175145559
0,0,0,0,1,0,2018-07-17,0,5.442962071,0,6.366480739,5.724210999,5.619800904,2207,633,0,254,0,336,297,1,0,0.425,0,0.382186842,0,0.357806692,0.382396045,0.327768623
0,0,0,0,1,0,2018-07-17,0,4.890919944,0,6.106855403,5.181918573,5.605054317,2180,545,0,166,0,219,326,0,0,0.395348837,0,0.593259354,0,0.620011233,0.58092511,0.635781166
1,0,0,0,0,0,2018-07-17,0,3.507906099,0,4.78921731,3.835016818,4.322442751,2216,130,0,37,0,51,79,0,0,0.430379747,0,0.466132221,0,0.488198528,0.448562403,0.402479722
1,0,0,0,0,0,2018-07-17,0,4.415695358,0,5.389665275,4.787146853,4.608258751,2225,530,0,167,0,239,291,0,0,0.350649351,0,0.341589793,0,0.292542911,0.320709957,0.259194448
0,0,0,1,0,0,2018-07-17,0,2.549588817,0,3.929416833,3.100907279,3.364846533,2261,52,0,13,0,23,29,0,0,0.375,0,0.282907624,0,0.331131899,0.373870473,0.126842391
0,0,0,0,1,0,2018-07-17,0,4.772739976,0,6.182257695,5.108744849,5.794962835,2270,666,0,192,0,253,413,0,0,0.341772152,0,0.529200717,0,0.64820141,0.519824016,0.644160079
0,0,0,0,1,0,2018-07-17,0,2.174497007,0,3.012521953,2.282611149,2.436771305,2279,42,0,16,0,19,23,0,0,0.375,0,0.196955661,0,0.368617943,0.193516348,0.456578686
0,1,0,0,0,0,2018-07-17,0,4.508399193,0,5.451602382,4.832566861,4.680909399,2243,253,0,96,0,134,119,1,0,0.435483871,0,0.346720144,0,0.378871746,0.356601753,0.391327135
0,0,0,1,0,0,2018-07-17,0,3.535890826,0,4.395102918,3.91048806,3.443992581,2234,84,0,36,0,52,32,1,0,0.658536585,0,0.23487379,0,0.228886589,0.228009639,0.203144819
0,0,0,0,1,0,2018-07-17,0,5.014365876,0,6.06990398,5.340348845,5.41646332,2342,742,0,234,0,310,432,0,0,0.307692308,0,0.398452204,0,0.438304063,0.386953427,0.470759656
0,1,0,0,0,0,2018-07-17,0,4.19256756,0,4.869105001,4.488140216,3.723086918,2306,136,0,70,0,93,43,1,0,0.588235294,0,0.449503922,0,0.416300112,0.408081157,0.411009692
0,1,0,0,0,0,2018-07-17,0,4.272447958,0,4.987329396,4.652994869,3.729760841,2297,157,0,77,0,112,45,1,0,0.689655172,0,0.251102706,0,0.242820002,0.237044337,0.2549819
0,0,0,0,1,0,2018-07-17,0,0,0,1.926782583,0.658418975,1.602241888,2313,8,0,1,0,2,6,0,0,0.307692308,0,0,0,0.541446031,0.3,0.599876196
0,0,0,1,0,0,2018-07-17,0,4.881259329,0,5.859746205,5.163816949,5.169417944,2333,406,0,150,0,201,205,1,0,0.307692308,0,0.342050382,0,0.349657253,0.351118449,0.348218449
0,0,0,0,1,0,2018-07-17,0,4.501747739,0,5.707777146,4.74936419,5.289942564,2323,343,0,105,0,136,207,0,0,0.277777778,0,0.404967296,0,0.567133823,0.408340541,0.390186765
0,0,0,0,1,0,2018-07-17,0,4.783937196,0,5.57102876,5.013231979,4.748238658,2288,323,0,140,0,180,143,1,0,0.307692308,0,0.437098676,0,0.396075616,0.425368776,0.320990501
0,1,0,0,0,0,2018-07-17,0,2.727007506,0,3.93659106,3.156886926,3.323103208,2378,54,0,16,0,25,29,1,0,0.315789474,0,0.242846781,0,0.244766932,0.27319439,0.217136774
0,0,0,0,1,0,2018-07-17,0,3.933461733,0,4.885454131,4.243923316,4.14051242,2369,150,0,60,0,81,69,0,0,0.3,0,0.512464865,0,0.499566603,0.50292018,0.478613288
0,0,0,1,0,0,2018-07-17,0,4.049925869,0,5.068613674,4.313328976,4.446446973,2351,174,0,65,0,84,90,0,0,0.103448276,0,0.512355406,0,0.517004509,0.503610967,0.444039474
0,0,0,0,1,0,2018-07-17,0,4.096099024,0,5.183615886,4.334801209,4.634776895,2360,268,0,97,0,125,143,1,0,0.117647059,0,0.311572595,0,0.368428937,0.351925117,0.368703319
0,0,0,0,1,0,2018-07-17,0,0,0,4.241350853,0,4.241350853,1667,110,0,0,0,0,110,0,0,0.855670103,0,0,0,0.652110816,0,0.652110816
0,0,0,0,1,0,2018-07-18,0,4.230254966,0,5.285146471,4.656479598,4.560745152,1568,242,0,95,0,142,100,0,0,0.64084507,0,0.62587337,0,0.622689725,0.581745276,0.390153499
0,0,0,0,1,0,2018-07-18,0,2.398599977,0,3.123818974,2.703859227,2.073118436,1163,26,0,13,0,17,9,0,0,0.7,0,0.537128659,0,0.566742277,0.503350792,0.618826984
0,0,0,0,1,0,2018-07-18,0,4.006387936,0,5.108747936,4.382369762,4.457071106,1757,242,0,85,0,126,116,0,0,0.6015625,0,0.534988647,0,0.556004635,0.515012642,0.570399206
0,0,0,1,0,0,2018-07-18,0,4.943439729,0,5.930951643,5.180412953,5.292638061,1730,465,0,156,0,206,259,1,0,0.855555556,0,0.312903441,0,0.369142335,0.336653826,0.386724408
0,0,0,1,0,0,2018-07-18,0,3.517556516,0,4.303782239,3.937146059,3.124988849,1550,127,0,49,0,78,49,1,0,0.64084507,0,0.513276148,0,0.523799513,0.515304082,0.51235507
0,0,0,0,1,0,2018-07-18,0,4.398950578,0,5.379749858,4.760113065,4.64869452,1739,241,0,93,0,132,109,0,0,0.855555556,0,0.465045552,0,0.531436784,0.463672613,0.410609276
0,0,0,0,1,0,2018-07-18,0,4.499801776,0,5.139960516,4.811113641,3.93001244,1640,301,0,152,0,205,96,0,0,0.933333333,0,0.40096874,0,0.471295538,0.418895517,0.558964862
0,0,0,0,1,0,2018-07-18,0,3.83062515,0,4.479950755,4.077632294,3.381012674,1649,476,0,151,0,213,263,0,0,0.711864407,0,0.179200815,0,0.173605156,0.204421553,0.139759232
0,0,0,0,1,0,2018-07-18,0,4.196750917,0,4.728715756,4.383464331,3.524169445,1073,119,0,70,0,85,34,0,0,0.741176471,0,0.393335753,0,0.421103382,0.410677898,0.119228604
0,0,0,0,1,0,2018-07-18,0,3.91760713,0,4.857591743,4.297490406,4.174895232,1775,192,0,83,0,114,78,0,0,0.6015625,0,0.392927548,0,0.590278151,0.390809663,0.588678063
0,0,0,0,1,0,2018-07-18,0,4.54829697,0,5.056167393,4.756680341,3.708934234,848,206,0,119,0,151,55,1,0,0.751412429,0,0.274762206,0,0.325954929,0.321778152,0.336218743
0,0,0,0,1,0,2018-07-18,0,4.549618392,0,5.136062896,4.815664214,3.851797053,1622,286,0,145,0,190,96,0,0,0.865979381,0,0.449408293,0,0.476347409,0.453169868,0.517438187
1,0,0,0,0,0,2018-07-18,0,3.515050791,0,4.102707275,3.774405335,2.844184201,1613,87,0,52,0,66,21,0,0,0.865979381,0,0.70292602,0,0.688708235,0.67716962,0.639018094
0,0,0,1,0,0,2018-07-18,0,5.084045978,0,5.835829772,5.339772491,4.898088056,1658,352,0,164,0,214,138,1,0,0.875,0,0.15078592,0,0.188636858,0.17322239,0.206786971
0,0,0,0,1,0,2018-07-18,0,4.749339029,0,5.331134035,4.999054416,4.215799487,987,275,0,156,0,202,73,0,0,0.722826087,0,0.522956662,0,0.665931898,0.538819278,0.500284557
0,0,0,0,1,0,2018-07-18,0,2.409605324,0,2.993511323,2.494400179,2.0789298,974,21,0,12,0,13,8,0,0,0.751412429,0,0.465538537,0,0.445854284,0.459104095,0.061681825
1,0,0,0,0,0,2018-07-18,0,3.715271243,0,4.362200874,3.906541543,3.383576678,1424,148,0,71,0,91,57,1,0,0.899082569,0,0.427578096,0,0.453493844,0.414735236,0.504225008
0,0,0,0,1,0,2018-07-18,0,2.868944641,0,3.686210202,2.975318829,3.018615849,1011,42,0,19,0,21,21,0,0,0.722826087,0,0.457461887,0,0.430012785,0.445783185,0.339120619
0,0,0,1,0,0,2018-07-18,0,2.115122131,0,2.658370939,2.440733674,1.409898657,1496,42,0,21,0,30,12,0,0,0.657718121,0,0.249275348,0,0.190031581,0.216583049,0.052657644
0,0,0,0,1,0,2018-07-18,0,4.497566318,0,5.292390188,4.836551722,4.288251758,1487,319,0,145,0,202,117,0,0,0.657718121,0,0.460931676,0,0.460513735,0.465062806,0.452252135
0,0,0,1,0,0,2018-07-18,0,4.61270134,0,5.141950173,4.89115259,3.717152532,1082,204,0,119,0,158,46,0,0,0.711864407,0,0.518036889,0,0.589024336,0.519311457,0.575585622
0,0,0,1,0,0,2018-07-18,0,4.230881016,0,4.772523681,4.417801629,3.608930359,1280,134,0,77,0,94,40,1,0,0.896,0,0.400805512,0,0.472106095,0.418264723,0.463850231
0,0,0,0,1,0,2018-07-18,0,3.218694483,0,4.187088346,3.582894868,3.397962391,1442,68,0,27,0,38,30,0,0,0.882882883,0,0.509513598,0,0.36135626,0.439250088,0.148196989
0,0,0,0,1,0,2018-07-18,0,1.645689362,0,2.286683339,1.96163471,1.097645369,1478,14,0,6,0,11,3,0,0,0.657718121,0,0.5236045,0,0.751552802,0.657736918,0.084126941
0,0,0,0,1,0,2018-07-18,0,2.335460568,0,2.818327878,2.631556381,1.091955063,1154,22,0,13,0,17,5,0,0,0.7,0,0.485204294,0,0.605299342,0.512041288,0.848860413
0,0,0,0,1,0,2018-07-18,0,2.852084948,0,3.336045244,2.960808782,2.178747648,1181,29,0,18,0,20,9,1,0,0.7,0,0.400321151,0,0.377284017,0.384973093,0.312035695
0,0,0,0,1,0,2018-07-18,0,2.46652535,0,3.133290991,2.895496942,1.601135422,1559,24,0,12,0,19,5,0,0,0.64084507,0,0.298532939,0,0.401430628,0.425847492,0.159604231
0,1,0,0,0,0,2018-07-18,0,3.359804089,0,3.842473582,3.576189744,2.391669281,1451,72,0,36,0,45,27,1,0,0.882882883,0,0.182951028,0,0.225172223,0.199248077,0.223820463
0,0,0,0,1,0,2018-07-18,0,4.916760499,0,5.588020469,5.246444776,4.383777609,1064,304,0,160,0,219,85,0,0,0.741176471,0,0.516615519,0,0.541756085,0.506145183,0.457731557
0,0,0,0,1,0,2018-07-18,0,4.862814575,0,5.585366131,5.147008814,4.571945353,1388,296,0,147,0,193,103,0,0,0.673076923,0,0.470714821,0,0.51108141,0.473150524,0.471607379
0,0,0,0,1,0,2018-07-18,0,2.938103439,0,3.637679389,3.398160465,2.155636862,1100,46,0,24,0,37,9,0,0,0.711864407,0,0.60118733,0,0.57279274,0.535135399,0.415947277
0,1,0,0,0,0,2018-07-18,0,4.349876001,0,4.739874685,4.584377927,2.809300193,1115,246,0,149,0,188,58,0,0,0.741176471,0,0.407682964,0,0.389809265,0.407443036,0.292433319
0,0,0,0,1,0,2018-07-18,0,3.707280545,0,4.267224481,3.985566357,2.863890179,1136,118,0,65,0,85,33,0,0,0.901515152,0,0.408262793,0,0.415855414,0.406086872,0.438685798
0,0,0,0,1,0,2018-07-18,0,4.200090923,0,4.646734975,4.443546546,2.987535617,1379,119,0,75,0,98,21,0,0,0.673076923,0,0.494123086,0,0.530754285,0.508230878,0.463144944
0,0,0,1,0,0,2018-07-18,0,4.342267707,0,4.921517542,4.606790038,3.6195125,1091,157,0,88,0,114,43,0,0,0.711864407,0,0.505655882,0,0.526840867,0.496731491,0.584877126
0,0,0,0,1,0,2018-07-18,0,1.533978529,0,2.203881314,2.036519874,0.575966459,1190,17,0,5,0,14,3,1,0,0.901515152,0,0.136965738,0,0.554667545,0.445356028,0.815455522
0,0,0,0,1,0,2018-07-18,0,4.465533729,0,5.020330571,4.793323585,3.442879708,1199,168,0,97,0,134,34,0,0,0.7,0,0.462784728,0,0.461943877,0.445939913,0.471309503
0,0,0,0,1,0,2018-07-18,0,4.870104966,0,5.602839698,5.182298526,4.554824646,1469,305,0,151,0,205,100,0,0,0.657718121,0,0.547253215,0,0.542987912,0.531483918,0.432880572
0,0,0,0,1,0,2018-07-18,0,3.822657556,0,4.293465009,4.144326645,2.319596208,1271,99,0,58,0,78,21,1,0,0.761904762,0,0.483529521,0,0.525756537,0.493890403,0.545804617
0,0,0,0,1,0,2018-07-18,0,3.473786685,0,4.184995711,3.638764286,3.339117923,995,69,0,34,0,40,29,0,0,0.910958904,0,0.394980326,0,0.444612353,0.402770762,0.367850316
0,0,0,0,1,0,2018-07-18,0,4.180181774,0,4.891329229,4.467280073,3.921671608,1003,175,0,93,0,121,54,0,0,0.722826087,0,0.549191174,0,0.664319826,0.564862705,0.453461112
0,0,0,0,1,0,2018-07-18,0,2.589441735,0,3.173340551,2.745299214,2.184430828,1820,28,0,16,0,19,9,0,0,0.843373494,0,0.465391545,0,0.566382069,0.509543285,0.246168165
0,0,0,0,1,0,2018-07-18,0,3.416817488,0,4.440726793,3.896575793,3.576528089,1802,130,0,46,0,72,58,0,0,0.843373494,0,0.387913512,0,0.409842154,0.432774178,0.373197018
0,0,0,0,1,0,2018-07-18,0,4.58269977,0,5.149597145,4.878883578,3.757004382,1784,201,0,114,0,155,46,1,0,0.614035088,0,0.408011521,0,0.450933384,0.423943969,0.401320257
0,1,0,0,0,0,2018-07-18,0,4.994735224,0,5.736967456,5.226434555,4.82064087,1847,322,0,152,0,191,131,1,0,0.578512397,0,0.357408324,0,0.397874408,0.341878104,0.467556011
0,1,0,0,0,0,2018-07-18,0,4.394288882,0,5.389338093,4.658259002,4.732901929,1829,234,0,86,0,112,122,1,0,0.843373494,0,0.420748633,0,0.440010605,0.424610299,0.45240127
0,0,0,1,0,0,2018-07-18,0,2.58667315,0,3.559399743,2.784088965,3.05672516,1856,76,0,27,0,32,44,0,0,0.578512397,0,0.243805533,0,0.175276629,0.227306859,0.110313335
0,1,0,0,0,0,2018-07-18,0,3.961961044,0,4.903630772,4.268357141,4.170175415,1793,155,0,65,0,86,69,1,0,0.843373494,0,0.54712836,0,0.559648086,0.534816176,0.474232979
0,0,0,1,0,0,2018-07-18,0,3.853498254,0,4.582397203,4.060719661,3.683487074,1811,107,0,53,0,64,43,1,0,0.843373494,0,0.376054604,0,0.328428987,0.349610524,0.292652145
0,0,0,1,0,0,2018-07-18,0,3.763884739,0,4.40362709,4.016546308,3.280294365,1865,87,0,47,0,60,27,1,0,0.614035088,0,0.501560752,0,0.466251564,0.483739709,0.27355755
0,0,0,0,1,0,2018-07-18,0,4.646576715,0,5.753562732,4.923657159,5.194993984,2036,463,0,153,0,212,251,0,0,0.636363636,0,0.61249027,0,0.685481172,0.61291726,0.712691034
0,0,0,0,1,0,2018-07-18,0,4.818852768,0,5.829205654,5.111576947,5.174961515,1982,367,0,135,0,182,185,0,0,0.56,0,0.454795122,0,0.481589277,0.466099685,0.404809958
0,0,0,1,0,0,2018-07-18,0,4.614026644,0,5.491633581,4.884025491,4.711953009,1973,284,0,118,0,153,131,1,0,0.811594203,0,0.280905815,0,0.292375437,0.269190262,0.311563738
0,0,0,1,0,0,2018-07-18,0,3.593447034,0,4.229287498,4.026585262,2.705019743,2027,175,0,81,0,113,62,1,0,0.523364486,0,0.362942473,0,0.415068438,0.460005839,0.237399125
0,0,0,0,1,0,2018-07-18,0,4.897296853,0,6.071115682,5.207880291,5.526848782,1991,451,0,142,0,195,256,0,0,0.56,0,0.449599932,0,0.404993844,0.463184153,0.296644671
0,1,0,0,0,0,2018-07-18,0,4.850105973,0,5.720833283,5.184837792,4.847331354,2018,360,0,153,0,217,143,1,0,0.811594203,0,0.30261492,0,0.314933414,0.313648518,0.298267253
0,0,0,0,1,0,2018-07-18,0,4.676314575,0,5.846939325,4.993602001,5.358887083,2090,442,0,150,0,204,238,0,0,0.52688172,0,0.456819568,0,0.582013362,0.439970843,0.51558598
0,0,0,0,0,1,2018-07-18,0,4.282612416,0,5.383162024,4.637672526,4.74232828,2072,244,0,82,0,117,127,1,0,0.790322581,0,0.43526009,0,0.399533819,0.440113544,0.355014899
0,0,0,1,0,0,2018-07-18,0,3.956610266,0,5.145062205,4.275730394,4.611702812,2081,184,0,59,0,80,104,0,0,0.52688172,0,0.543715634,0,0.494653857,0.522301233,0.361945833
0,0,0,0,1,0,2018-07-18,0,4.759615425,0,5.890986889,5.036940479,5.345424349,2108,378,0,126,0,166,212,0,0,0.52688172,0,0.461303087,0,0.413344019,0.459962259,0.235730588
0,0,0,1,0,0,2018-07-18,0,4.269538273,0,5.244315298,4.516641048,4.585840202,2162,367,0,130,0,172,195,1,0,0.451612903,0,0.433357403,0,0.429337204,0.460269737,0.398742818
0,1,0,0,0,0,2018-07-18,0,3.498077987,0,4.49259966,3.811836089,3.799499042,2135,102,0,40,0,54,48,1,0,0.763636364,0,0.544074143,0,0.535767067,0.53553968,0.458291526
0,0,0,1,0,0,2018-07-18,0,3.789901645,0,4.962329732,4.199146623,4.34977752,2153,156,0,50,0,75,81,0,0,0.451612903,0,0.528196805,0,0.497166525,0.495182476,0.404254409
0,0,1,0,0,0,2018-07-18,0,2.116880238,0,3.184742478,2.550764142,2.44215106,2126,37,0,13,0,20,17,1,0,0.763636364,0,0.241132383,0,0.216230045,0.205949481,0.223420294
0,0,0,0,1,0,2018-07-18,0,4.148367124,0,4.693361768,4.367537522,3.415805347,2117,118,0,67,0,85,33,1,0,0.488372093,0,0.271092594,0,0.286981396,0.287912411,0.279545595
0,0,0,0,1,0,2018-07-18,0,1.14225303,0,2.25498162,1.408187241,1.782768292,2171,12,0,5,0,6,6,0,0,0.451612903,0,0.440426709,0,0.627014163,0.402579457,0.216757912
0,0,0,0,1,0,2018-07-18,0,5.091140369,0,6.22296216,5.364200621,5.681891091,2189,526,0,175,0,229,297,0,0,0.443037975,0,0.440691952,0,0.402288652,0.435337193,0.249347863
0,0,0,0,1,0,2018-07-18,0,5.447235296,0,6.377956558,5.727436091,5.640325025,2207,640,0,255,0,337,303,1,0,0.4375,0,0.381448213,0,0.357296222,0.381839183,0.327820158
0,0,0,0,1,0,2018-07-18,0,4.184333529,0,5.521777829,4.443483458,5.111303205,2180,282,0,82,0,103,179,0,0,0.406976744,0,0.59722813,0,0.549706857,0.569876165,0.490346018
1,0,0,0,0,0,2018-07-18,0,4.755274872,0,5.967559251,5.027324451,5.492898372,2216,426,0,131,0,172,254,0,0,0.443037975,0,0.472972521,0,0.495510404,0.465153683,0.392549739
1,0,0,0,0,0,2018-07-18,0,3.478439033,0,4.533568378,3.949480629,3.758253438,2225,227,0,70,0,105,122,0,0,0.363636364,0,0.409915002,0,0.321457017,0.360716579,0.269691765
0,0,0,1,0,0,2018-07-18,0,4.949097815,0,6.059818964,5.252010047,5.47816829,2261,454,0,154,0,211,243,0,0,0.388888889,0,0.493144903,0,0.452982868,0.510741145,0.256513383
0,0,0,0,1,0,2018-07-18,0,4.62586506,0,5.979888552,4.942666248,5.576723247,2270,530,0,162,0,213,317,0,0,0.35443038,0,0.549238297,0,0.654828907,0.538390222,0.618131117
0,0,0,0,1,0,2018-07-18,0,2.174497007,0,3.012521953,2.282611149,2.436771305,2279,42,0,16,0,19,23,0,0,0.388888889,0,0.196955661,0,0.368617943,0.193516348,0.456578686
0,1,0,0,0,0,2018-07-18,0,3.385589831,0,4.409406951,3.827799194,3.590866459,2243,89,0,32,0,50,39,1,0,0.451612903,0,0.382324418,0,0.376705807,0.381471497,0.369406066
0,0,0,1,0,0,2018-07-18,0,3.58981724,0,4.531129255,3.985498644,3.670317445,2234,96,0,38,0,56,40,1,0,0.682926829,0,0.235934523,0,0.222562775,0.226345247,0.188671311
0,0,0,0,1,0,2018-07-18,0,1.61135577,0,2.892484719,2.153791861,2.245873012,2342,37,0,9,0,16,21,0,0,0.323076923,0,0.484728845,0,0.49083158,0.473068016,0.503667657
0,1,0,0,0,0,2018-07-18,0,4.206306517,0,4.947946199,4.520252325,3.89553639,2306,147,0,71,0,96,51,1,0,0.617647059,0,0.450337255,0,0.412899752,0.406679942,0.402596345
0,1,0,0,0,0,2018-07-18,0,5.458853468,0,6.524556214,5.740034239,5.915149868,2297,735,0,249,0,330,405,1,0,0.724137931,0,0.227888284,0,0.259508442,0.230183992,0.280579408
0,0,0,0,1,0,2018-07-18,0,4.84217168,0,6.087266408,5.145751592,5.644396226,2313,557,0,174,0,236,321,0,0,0.323076923,0,0.458731455,0,0.593307204,0.457410866,0.54104465
0,0,0,1,0,0,2018-07-18,0,5.086194226,0,6.131735261,5.350387248,5.519657217,2333,535,0,187,0,245,290,1,0,0.323076923,0,0.360465183,0,0.362356061,0.371553957,0.35437602
0,0,0,0,1,0,2018-07-18,0,3.309613316,0,4.207360948,3.571442659,3.52140108,2323,76,0,31,0,41,35,0,0,0.291666667,0,0.405373032,0,0.552182413,0.455726624,0.356031559
0,0,0,0,1,0,2018-07-18,0,4.655206413,0,5.443429358,4.890280122,4.605048651,2288,282,0,122,0,157,125,1,0,0.323076923,0,0.409326444,0,0.378965948,0.396138111,0.330217428
0,1,0,0,0,0,2018-07-18,0,4.99601805,0,6.069475078,5.253207994,5.485953542,2378,452,0,154,0,200,252,1,0,0.368421053,0,0.249133481,0,0.257945092,0.259115449,0.256941573
0,0,0,0,1,0,2018-07-18,0,4.321369231,0,5.231227861,4.650384355,4.420933105,2369,212,0,88,0,122,90,0,0,0.35,0,0.518793059,0,0.512606596,0.507094894,0.468762757
0,0,0,1,0,0,2018-07-18,0,3.403531457,0,4.349003603,3.79866676,3.522695501,2351,86,0,35,0,52,34,0,0,0.120689655,0,0.537863401,0,0.543801093,0.526112974,0.15325482
0,0,0,0,1,0,2018-07-18,0,4.343509536,0,5.362733736,4.601593011,4.7448307,2360,336,0,124,0,161,175,1,0,0.137254902,0,0.305131002,0,0.36901225,0.345659588,0.382246052
0,1,0,0,0,0,2018-07-18,0,2.762467165,0,4.765473001,3.024788926,4.572822773,2405,121,0,16,0,21,100,1,0,0,0,0.156417265,0,0.249340171,0.207524099,0.255863257
0,0,0,0,1,0,2018-07-18,0,2.131532059,0,3.688374754,2.617891272,3.269255892,2396,140,0,12,0,19,121,0,0,0,0,0.372802736,0,0.276988578,0.310257009,0.25895623
0,0,0,0,1,0,2018-07-18,0,2.045332414,0,3.766153811,2.292403537,3.64583021,2387,144,0,9,0,12,132,0,0,0,0,0.387037586,0,0.263800839,0.383810156,0.200041424
0,0,0,0,1,0,2018-07-18,0,0,0,4.269057769,0,4.269057769,1667,114,0,0,0,0,114,0,0,0.865979381,0,0,0,0.659629169,0,0.659629169
0,0,0,0,1,0,2018-07-19,0,4.081743073,0,5.138381028,4.5016243,4.427727223,1568,212,0,84,0,124,88,0,0,0.647887324,0,0.626689845,0,0.63204707,0.57610198,0.408801973
0,0,0,0,1,0,2018-07-19,0,4.427626312,0,5.075501564,4.728983819,3.872861434,1163,188,0,101,0,134,54,0,0,0.705882353,0,0.530951556,0,0.562992355,0.518808572,0.584320947
0,0,0,0,1,0,2018-07-19,0,4.006387936,0,5.108747936,4.382369762,4.457071106,1757,242,0,85,0,126,116,0,0,0.609375,0,0.534988647,0,0.556004635,0.515012642,0.570399206
0,0,0,1,0,0,2018-07-19,0,4.641714914,0,5.391616412,4.83542806,4.539780471,1730,255,0,116,0,145,110,1,0,0.866666667,0,0.307564369,0,0.328710493,0.324527981,0.334128392
0,0,0,1,0,0,2018-07-19,0,3.517556516,0,4.303782239,3.937146059,3.124988849,1550,127,0,49,0,78,49,1,0,0.647887324,0,0.513276148,0,0.523799513,0.515304082,0.51235507
0,0,0,0,1,0,2018-07-19,0,4.474303687,0,5.457678026,4.828855433,4.730722944,1739,260,0,101,0,142,118,0,0,0.866666667,0,0.500984861,0,0.53445426,0.487837018,0.400492099
0,0,0,0,1,0,2018-07-19,0,3.12353768,0,4.025043027,3.514638772,3.235667024,1640,93,0,38,0,57,36,0,0,0.944444444,0,0.35402641,0,0.51373373,0.390864327,0.578947181
