date,ifp_id,x_acf1,x_acf10,diff1_acf1,diff1_acf10,diff2_acf1,diff2_acf10,seas_acf1,ARCH.LM,crossing_points,entropy,flat_spots,alpha,beta,hurst,lumpiness,nonlinearity,x_pacf5,diff1x_pacf5,diff2x_pacf5,seas_pacf,nperiods,seasonal_period,trend,spike,linearity,curvature,e_acf1,e_acf10,seasonal_strength,peak,trough,stability,unitroot_kpss,unitroot_pp,series_length,ratio,skew
2019-04-29,534,0.3429,0.2268,-0.3266,0.3034,-0.4946,0.4543,0.1646,0.6363,19.0,0.9244,6.0,0.0848,0.0001,0.7484,0.9506,0.267,0.1829,0.3269,0.7612,0.1438,1.0,12.0,0.3557,0.0007,-3.1017,2.0372,-0.0222,0.1906,0.3546,6.0,2.0,0.2737,0.5562,-39.7477,60.0,0.0514,11.2099
2019-04-30,534,0.3429,0.2268,-0.3266,0.3034,-0.4946,0.4543,0.1646,0.6363,19.0,0.9244,6.0,0.0848,0.0001,0.7484,0.9506,0.267,0.1829,0.3269,0.7612,0.1438,1.0,12.0,0.3557,0.0007,-3.1017,2.0372,-0.0222,0.1906,0.3546,6.0,2.0,0.2737,0.5562,-39.7477,60.0,0.0514,11.2099
2019-05-01,534,0.3429,0.2268,-0.3266,0.3034,-0.4946,0.4543,0.1646,0.6363,19.0,0.9244,6.0,0.0848,0.0001,0.7484,0.9506,0.267,0.1829,0.3269,0.7612,0.1438,1.0,12.0,0.3557,0.0007,-3.1017,2.0372,-0.0222,0.1906,0.3546,6.0,2.0,0.2737,0.5562,-39.7477,60.0,0.0514,11.2099
2019-05-02,534,0.3429,0.2268,-0.3266,0.3034,-0.4946,0.4543,0.1646,0.6363,19.0,0.9244,6.0,0.0848,0.0001,0.7484,0.9506,0.267,0.1829,0.3269,0.7612,0.1438,1.0,12.0,0.3557,0.0007,-3.1017,2.0372,-0.0222,0.1906,0.3546,6.0,2.0,0.2737,0.5562,-39.7477,60.0,0.0514,11.2099
2019-05-06,534,0.3429,0.2268,-0.3266,0.3034,-0.4946,0.4543,0.1646,0.6363,19.0,0.9244,6.0,0.0848,0.0001,0.7484,0.9506,0.267,0.1829,0.3269,0.7612,0.1438,1.0,12.0,0.3557,0.0007,-3.1017,2.0372,-0.0222,0.1906,0.3546,6.0,2.0,0.2737,0.5562,-39.7477,60.0,0.0514,11.2099
2019-05-08,534,0.033,0.011,-0.0352,0.0115,-0.0752,0.0249,-0.0001,0.1099,19.0,0.8749,41.0,0.0134,0.0134,0.5649,4.0123,0.0171,0.0022,0.0044,0.0151,0.0038,1.0,12.0,0.3161,0.0018,0.5612,2.6402,-0.1019,0.0314,0.275,12.0,11.0,0.0713,0.1781,-42.8098,60.0,0.0763,5.11
2019-05-14,534,0.376,0.2675,-0.3198,0.277,-0.4936,0.4163,0.1761,0.6249,11.0,0.9122,5.0,0.1034,0.0001,0.772,0.9116,0.3526,0.1952,0.3122,0.7442,0.1389,1.0,12.0,0.3857,0.0006,-3.3388,1.9649,-0.0198,0.1847,0.3579,6.0,2.0,0.302,0.5997,-37.5546,60.0,0.0464,11.329
2019-05-15,534,0.376,0.2675,-0.3198,0.277,-0.4936,0.4163,0.1761,0.6249,11.0,0.9122,5.0,0.1034,0.0001,0.772,0.9116,0.3526,0.1952,0.3122,0.7442,0.1389,1.0,12.0,0.3857,0.0006,-3.3388,1.9649,-0.0198,0.1847,0.3579,6.0,2.0,0.302,0.5997,-37.5546,60.0,0.0464,11.329
2019-05-16,534,0.376,0.2675,-0.3198,0.277,-0.4936,0.4163,0.1761,0.6249,11.0,0.9122,5.0,0.1034,0.0001,0.772,0.9116,0.3526,0.1952,0.3122,0.7442,0.1389,1.0,12.0,0.3857,0.0006,-3.3388,1.9649,-0.0198,0.1847,0.3579,6.0,2.0,0.302,0.5997,-37.5546,60.0,0.0464,11.329
2019-05-17,534,0.376,0.2675,-0.3198,0.277,-0.4936,0.4163,0.1761,0.6249,11.0,0.9122,5.0,0.1034,0.0001,0.772,0.9116,0.3526,0.1952,0.3122,0.7442,0.1389,1.0,12.0,0.3857,0.0006,-3.3388,1.9649,-0.0198,0.1847,0.3579,6.0,2.0,0.302,0.5997,-37.5546,60.0,0.0464,11.329
2019-05-18,534,0.376,0.2675,-0.3198,0.277,-0.4936,0.4163,0.1761,0.6249,11.0,0.9122,5.0,0.1034,0.0001,0.772,0.9116,0.3526,0.1952,0.3122,0.7442,0.1389,1.0,12.0,0.3857,0.0006,-3.3388,1.9649,-0.0198,0.1847,0.3579,6.0,2.0,0.302,0.5997,-37.5546,60.0,0.0464,11.329
2019-05-19,534,0.376,0.2675,-0.3198,0.277,-0.4936,0.4163,0.1761,0.6249,11.0,0.9122,5.0,0.1034,0.0001,0.772,0.9116,0.3526,0.1952,0.3122,0.7442,0.1389,1.0,12.0,0.3857,0.0006,-3.3388,1.9649,-0.0198,0.1847,0.3579,6.0,2.0,0.302,0.5997,-37.5546,60.0,0.0464,11.329
2019-05-20,534,0.376,0.2675,-0.3198,0.277,-0.4936,0.4163,0.1761,0.6249,11.0,0.9122,5.0,0.1034,0.0001,0.772,0.9116,0.3526,0.1952,0.3122,0.7442,0.1389,1.0,12.0,0.3857,0.0006,-3.3388,1.9649,-0.0198,0.1847,0.3579,6.0,2.0,0.302,0.5997,-37.5546,60.0,0.0464,11.329
2019-05-21,534,0.3314,0.2217,-0.3364,0.3012,-0.5062,0.4594,0.1749,0.6065,25.0,0.9288,8.0,0.0111,0.0111,0.7415,1.0195,0.303,0.1815,0.3315,0.7916,0.1517,1.0,12.0,0.3584,0.0006,-3.1744,1.9376,-0.0403,0.1853,0.3629,6.0,2.0,0.278,0.5772,-40.8138,60.0,0.0512,11.361
2019-05-22,534,0.3314,0.2217,-0.3364,0.3012,-0.5062,0.4594,0.1749,0.6065,25.0,0.9288,8.0,0.0111,0.0111,0.7415,1.0195,0.303,0.1815,0.3315,0.7916,0.1517,1.0,12.0,0.3584,0.0006,-3.1744,1.9376,-0.0403,0.1853,0.3629,6.0,2.0,0.278,0.5772,-40.8138,60.0,0.0512,11.361
2019-05-24,534,0.3314,0.2217,-0.3364,0.3012,-0.5062,0.4594,0.1749,0.6065,25.0,0.9288,8.0,0.0111,0.0111,0.7415,1.0195,0.303,0.1815,0.3315,0.7916,0.1517,1.0,12.0,0.3584,0.0006,-3.1744,1.9376,-0.0403,0.1853,0.3629,6.0,2.0,0.278,0.5772,-40.8138,60.0,0.0512,11.361
2019-05-26,534,0.3314,0.2217,-0.3364,0.3012,-0.5062,0.4594,0.1749,0.6065,25.0,0.9288,8.0,0.0111,0.0111,0.7415,1.0195,0.303,0.1815,0.3315,0.7916,0.1517,1.0,12.0,0.3584,0.0006,-3.1744,1.9376,-0.0403,0.1853,0.3629,6.0,2.0,0.278,0.5772,-40.8138,60.0,0.0512,11.361
2019-05-28,534,0.3314,0.2217,-0.3364,0.3012,-0.5062,0.4594,0.1749,0.6065,25.0,0.9288,8.0,0.0111,0.0111,0.7415,1.0195,0.303,0.1815,0.3315,0.7916,0.1517,1.0,12.0,0.3584,0.0006,-3.1744,1.9376,-0.0403,0.1853,0.3629,6.0,2.0,0.278,0.5772,-40.8138,60.0,0.0512,11.361
2019-05-29,534,0.3314,0.2217,-0.3364,0.3012,-0.5062,0.4594,0.1749,0.6065,25.0,0.9288,8.0,0.0111,0.0111,0.7415,1.0195,0.303,0.1815,0.3315,0.7916,0.1517,1.0,12.0,0.3584,0.0006,-3.1744,1.9376,-0.0403,0.1853,0.3629,6.0,2.0,0.278,0.5772,-40.8138,60.0,0.0512,11.361
2019-05-30,534,0.3314,0.2217,-0.3364,0.3012,-0.5062,0.4594,0.1749,0.6065,25.0,0.9288,8.0,0.0111,0.0111,0.7415,1.0195,0.303,0.1815,0.3315,0.7916,0.1517,1.0,12.0,0.3584,0.0006,-3.1744,1.9376,-0.0403,0.1853,0.3629,6.0,2.0,0.278,0.5772,-40.8138,60.0,0.0512,11.361
2019-05-31,534,0.3314,0.2217,-0.3364,0.3012,-0.5062,0.4594,0.1749,0.6065,25.0,0.9288,8.0,0.0111,0.0111,0.7415,1.0195,0.303,0.1815,0.3315,0.7916,0.1517,1.0,12.0,0.3584,0.0006,-3.1744,1.9376,-0.0403,0.1853,0.3629,6.0,2.0,0.278,0.5772,-40.8138,60.0,0.0512,11.361
2019-06-02,534,0.3314,0.2217,-0.3364,0.3012,-0.5062,0.4594,0.1749,0.6065,25.0,0.9288,8.0,0.0111,0.0111,0.7415,1.0195,0.303,0.1815,0.3315,0.7916,0.1517,1.0,12.0,0.3584,0.0006,-3.1744,1.9376,-0.0403,0.1853,0.3629,6.0,2.0,0.278,0.5772,-40.8138,60.0,0.0512,11.361
2019-06-03,534,0.3314,0.2217,-0.3364,0.3012,-0.5062,0.4594,0.1749,0.6065,25.0,0.9288,8.0,0.0111,0.0111,0.7415,1.0195,0.303,0.1815,0.3315,0.7916,0.1517,1.0,12.0,0.3584,0.0006,-3.1744,1.9376,-0.0403,0.1853,0.3629,6.0,2.0,0.278,0.5772,-40.8138,60.0,0.0512,11.361
2019-06-04,534,0.3314,0.2217,-0.3364,0.3012,-0.5062,0.4594,0.1749,0.6065,25.0,0.9288,8.0,0.0111,0.0111,0.7415,1.0195,0.303,0.1815,0.3315,0.7916,0.1517,1.0,12.0,0.3584,0.0006,-3.1744,1.9376,-0.0403,0.1853,0.3629,6.0,2.0,0.278,0.5772,-40.8138,60.0,0.0512,11.361
2019-06-05,534,0.3314,0.2217,-0.3364,0.3012,-0.5062,0.4594,0.1749,0.6065,25.0,0.9288,8.0,0.0111,0.0111,0.7415,1.0195,0.303,0.1815,0.3315,0.7916,0.1517,1.0,12.0,0.3584,0.0006,-3.1744,1.9376,-0.0403,0.1853,0.3629,6.0,2.0,0.278,0.5772,-40.8138,60.0,0.0512,11.361
2019-06-06,534,0.3314,0.2217,-0.3364,0.3012,-0.5062,0.4594,0.1749,0.6065,25.0,0.9288,8.0,0.0111,0.0111,0.7415,1.0195,0.303,0.1815,0.3315,0.7916,0.1517,1.0,12.0,0.3584,0.0006,-3.1744,1.9376,-0.0403,0.1853,0.3629,6.0,2.0,0.278,0.5772,-40.8138,60.0,0.0512,11.361
2019-06-07,534,0.3314,0.2217,-0.3364,0.3012,-0.5062,0.4594,0.1749,0.6065,25.0,0.9288,8.0,0.0111,0.0111,0.7415,1.0195,0.303,0.1815,0.3315,0.7916,0.1517,1.0,12.0,0.3584,0.0006,-3.1744,1.9376,-0.0403,0.1853,0.3629,6.0,2.0,0.278,0.5772,-40.8138,60.0,0.0512,11.361
2019-06-08,534,0.3314,0.2217,-0.3364,0.3012,-0.5062,0.4594,0.1749,0.6065,25.0,0.9288,8.0,0.0111,0.0111,0.7415,1.0195,0.303,0.1815,0.3315,0.7916,0.1517,1.0,12.0,0.3584,0.0006,-3.1744,1.9376,-0.0403,0.1853,0.3629,6.0,2.0,0.278,0.5772,-40.8138,60.0,0.0512,11.361
2019-06-09,534,0.3314,0.2217,-0.3364,0.3012,-0.5062,0.4594,0.1749,0.6065,25.0,0.9288,8.0,0.0111,0.0111,0.7415,1.0195,0.303,0.1815,0.3315,0.7916,0.1517,1.0,12.0,0.3584,0.0006,-3.1744,1.9376,-0.0403,0.1853,0.3629,6.0,2.0,0.278,0.5772,-40.8138,60.0,0.0512,11.361
2019-06-10,534,0.3314,0.2217,-0.3364,0.3012,-0.5062,0.4594,0.1749,0.6065,25.0,0.9288,8.0,0.0111,0.0111,0.7415,1.0195,0.303,0.1815,0.3315,0.7916,0.1517,1.0,12.0,0.3584,0.0006,-3.1744,1.9376,-0.0403,0.1853,0.3629,6.0,2.0,0.278,0.5772,-40.8138,60.0,0.0512,11.361
2019-06-11,534,0.3314,0.2217,-0.3364,0.3012,-0.5062,0.4594,0.1749,0.6065,25.0,0.9288,8.0,0.0111,0.0111,0.7415,1.0195,0.303,0.1815,0.3315,0.7916,0.1517,1.0,12.0,0.3584,0.0006,-3.1744,1.9376,-0.0403,0.1853,0.3629,6.0,2.0,0.278,0.5772,-40.8138,60.0,0.0512,11.361
2019-06-12,534,0.3314,0.2217,-0.3364,0.3012,-0.5062,0.4594,0.1749,0.6065,25.0,0.9288,8.0,0.0111,0.0111,0.7415,1.0195,0.303,0.1815,0.3315,0.7916,0.1517,1.0,12.0,0.3584,0.0006,-3.1744,1.9376,-0.0403,0.1853,0.3629,6.0,2.0,0.278,0.5772,-40.8138,60.0,0.0512,11.361
2019-06-13,534,0.3314,0.2217,-0.3364,0.3012,-0.5062,0.4594,0.1749,0.6065,25.0,0.9288,8.0,0.0111,0.0111,0.7415,1.0195,0.303,0.1815,0.3315,0.7916,0.1517,1.0,12.0,0.3584,0.0006,-3.1744,1.9376,-0.0403,0.1853,0.3629,6.0,2.0,0.278,0.5772,-40.8138,60.0,0.0512,11.361
2019-06-14,534,0.3314,0.2217,-0.3364,0.3012,-0.5062,0.4594,0.1749,0.6065,25.0,0.9288,8.0,0.0111,0.0111,0.7415,1.0195,0.303,0.1815,0.3315,0.7916,0.1517,1.0,12.0,0.3584,0.0006,-3.1744,1.9376,-0.0403,0.1853,0.3629,6.0,2.0,0.278,0.5772,-40.8138,60.0,0.0512,11.361
2019-06-15,534,0.3314,0.2217,-0.3364,0.3012,-0.5062,0.4594,0.1749,0.6065,25.0,0.9288,8.0,0.0111,0.0111,0.7415,1.0195,0.303,0.1815,0.3315,0.7916,0.1517,1.0,12.0,0.3584,0.0006,-3.1744,1.9376,-0.0403,0.1853,0.3629,6.0,2.0,0.278,0.5772,-40.8138,60.0,0.0512,11.361
2019-06-16,534,0.3314,0.2217,-0.3364,0.3012,-0.5062,0.4594,0.1749,0.6065,25.0,0.9288,8.0,0.0111,0.0111,0.7415,1.0195,0.303,0.1815,0.3315,0.7916,0.1517,1.0,12.0,0.3584,0.0006,-3.1744,1.9376,-0.0403,0.1853,0.3629,6.0,2.0,0.278,0.5772,-40.8138,60.0,0.0512,11.361
2019-06-17,534,0.3314,0.2217,-0.3364,0.3012,-0.5062,0.4594,0.1749,0.6065,25.0,0.9288,8.0,0.0111,0.0111,0.7415,1.0195,0.303,0.1815,0.3315,0.7916,0.1517,1.0,12.0,0.3584,0.0006,-3.1744,1.9376,-0.0403,0.1853,0.3629,6.0,2.0,0.278,0.5772,-40.8138,60.0,0.0512,11.361
2019-06-18,534,0.3314,0.2217,-0.3364,0.3012,-0.5062,0.4594,0.1749,0.6065,25.0,0.9288,8.0,0.0111,0.0111,0.7415,1.0195,0.303,0.1815,0.3315,0.7916,0.1517,1.0,12.0,0.3584,0.0006,-3.1744,1.9376,-0.0403,0.1853,0.3629,6.0,2.0,0.278,0.5772,-40.8138,60.0,0.0512,11.361
2019-06-19,534,0.3314,0.2217,-0.3364,0.3012,-0.5062,0.4594,0.1749,0.6065,25.0,0.9288,8.0,0.0111,0.0111,0.7415,1.0195,0.303,0.1815,0.3315,0.7916,0.1517,1.0,12.0,0.3584,0.0006,-3.1744,1.9376,-0.0403,0.1853,0.3629,6.0,2.0,0.278,0.5772,-40.8138,60.0,0.0512,11.361
2019-06-20,534,0.3314,0.2217,-0.3364,0.3012,-0.5062,0.4594,0.1749,0.6065,25.0,0.9288,8.0,0.0111,0.0111,0.7415,1.0195,0.303,0.1815,0.3315,0.7916,0.1517,1.0,12.0,0.3584,0.0006,-3.1744,1.9376,-0.0403,0.1853,0.3629,6.0,2.0,0.278,0.5772,-40.8138,60.0,0.0512,11.361
2019-06-21,534,0.3314,0.2217,-0.3364,0.3012,-0.5062,0.4594,0.1749,0.6065,25.0,0.9288,8.0,0.0111,0.0111,0.7415,1.0195,0.303,0.1815,0.3315,0.7916,0.1517,1.0,12.0,0.3584,0.0006,-3.1744,1.9376,-0.0403,0.1853,0.3629,6.0,2.0,0.278,0.5772,-40.8138,60.0,0.0512,11.361
2019-06-22,534,0.3314,0.2217,-0.3364,0.3012,-0.5062,0.4594,0.1749,0.6065,25.0,0.9288,8.0,0.0111,0.0111,0.7415,1.0195,0.303,0.1815,0.3315,0.7916,0.1517,1.0,12.0,0.3584,0.0006,-3.1744,1.9376,-0.0403,0.1853,0.3629,6.0,2.0,0.278,0.5772,-40.8138,60.0,0.0512,11.361
2019-06-23,534,0.3314,0.2217,-0.3364,0.3012,-0.5062,0.4594,0.1749,0.6065,25.0,0.9288,8.0,0.0111,0.0111,0.7415,1.0195,0.303,0.1815,0.3315,0.7916,0.1517,1.0,12.0,0.3584,0.0006,-3.1744,1.9376,-0.0403,0.1853,0.3629,6.0,2.0,0.278,0.5772,-40.8138,60.0,0.0512,11.361
2019-06-24,534,0.3314,0.2217,-0.3364,0.3012,-0.5062,0.4594,0.1749,0.6065,25.0,0.9288,8.0,0.0111,0.0111,0.7415,1.0195,0.303,0.1815,0.3315,0.7916,0.1517,1.0,12.0,0.3584,0.0006,-3.1744,1.9376,-0.0403,0.1853,0.3629,6.0,2.0,0.278,0.5772,-40.8138,60.0,0.0512,11.361
2019-06-25,534,0.3314,0.2217,-0.3364,0.3012,-0.5062,0.4594,0.1749,0.6065,25.0,0.9288,8.0,0.0111,0.0111,0.7415,1.0195,0.303,0.1815,0.3315,0.7916,0.1517,1.0,12.0,0.3584,0.0006,-3.1744,1.9376,-0.0403,0.1853,0.3629,6.0,2.0,0.278,0.5772,-40.8138,60.0,0.0512,11.361
2019-06-26,534,0.2014,0.1077,-0.1661,0.1154,-0.2032,0.1861,0.0861,0.0591,19.0,0.8943,7.0,0.0138,0.0138,0.7229,0.9475,0.1175,0.0594,0.0853,0.164,0.1068,1.0,12.0,0.3676,0.0006,-1.4028,3.0221,-0.136,0.0714,0.3152,12.0,1.0,0.1485,0.2964,-41.6549,60.0,0.0398,7.6769
2019-06-27,534,0.2014,0.1077,-0.1661,0.1154,-0.2032,0.1861,0.0861,0.0591,19.0,0.8943,7.0,0.0138,0.0138,0.7229,0.9475,0.1175,0.0594,0.0853,0.164,0.1068,1.0,12.0,0.3676,0.0006,-1.4028,3.0221,-0.136,0.0714,0.3152,12.0,1.0,0.1485,0.2964,-41.6549,60.0,0.0398,7.6769
2019-06-28,534,0.2014,0.1077,-0.1661,0.1154,-0.2032,0.1861,0.0861,0.0591,19.0,0.8943,7.0,0.0138,0.0138,0.7229,0.9475,0.1175,0.0594,0.0853,0.164,0.1068,1.0,12.0,0.3676,0.0006,-1.4028,3.0221,-0.136,0.0714,0.3152,12.0,1.0,0.1485,0.2964,-41.6549,60.0,0.0398,7.6769
2019-06-29,534,0.2014,0.1077,-0.1661,0.1154,-0.2032,0.1861,0.0861,0.0591,19.0,0.8943,7.0,0.0138,0.0138,0.7229,0.9475,0.1175,0.0594,0.0853,0.164,0.1068,1.0,12.0,0.3676,0.0006,-1.4028,3.0221,-0.136,0.0714,0.3152,12.0,1.0,0.1485,0.2964,-41.6549,60.0,0.0398,7.6769
2019-04-17,535,0.964,6.6819,-0.0222,0.0296,-0.5584,0.3574,0.7603,0.8748,7.0,0.5392,11.0,0.9622,0.0001,0.9995,0.0102,0.1225,0.9403,0.0167,0.5057,-0.0274,1.0,7.0,0.9821,1.1035e-07,9.5025,0.9455,0.321,0.359,0.227,5.0,4.0,0.9752,2.0493,-0.7807,120.0,0.0019,21.2897
2019-04-19,535,0.9696,6.7395,-0.0312,0.0353,-0.5645,0.3551,0.7619,0.9574,3.0,0.5317,14.0,0.9846,0.0001,0.9996,0.0071,0.0675,0.9484,0.0175,0.5132,-0.0203,1.0,7.0,0.9858,7.3961e-08,10.1134,-0.3484,0.3236,0.3584,0.2242,5.0,4.0,0.9945,2.1905,-1.2336,120.0,0.0018,18.979
2019-04-20,535,0.9696,6.7395,-0.0312,0.0353,-0.5645,0.3551,0.7619,0.9574,3.0,0.5317,14.0,0.9846,0.0001,0.9996,0.0071,0.0675,0.9484,0.0175,0.5132,-0.0203,1.0,7.0,0.9858,7.3961e-08,10.1134,-0.3484,0.3236,0.3584,0.2242,5.0,4.0,0.9945,2.1905,-1.2336,120.0,0.0018,18.979
2019-04-21,535,0.9696,6.7395,-0.0312,0.0353,-0.5645,0.3551,0.7619,0.9574,3.0,0.5317,14.0,0.9846,0.0001,0.9996,0.0071,0.0675,0.9484,0.0175,0.5132,-0.0203,1.0,7.0,0.9858,7.3961e-08,10.1134,-0.3484,0.3236,0.3584,0.2242,5.0,4.0,0.9945,2.1905,-1.2336,120.0,0.0018,18.979
2019-04-22,535,0.9696,6.7395,-0.0312,0.0353,-0.5645,0.3551,0.7619,0.9574,3.0,0.5317,14.0,0.9846,0.0001,0.9996,0.0071,0.0675,0.9484,0.0175,0.5132,-0.0203,1.0,7.0,0.9858,7.3961e-08,10.1134,-0.3484,0.3236,0.3584,0.2242,5.0,4.0,0.9945,2.1905,-1.2336,120.0,0.0018,18.979
2019-04-23,535,0.9696,6.7395,-0.0312,0.0353,-0.5645,0.3551,0.7619,0.9574,3.0,0.5317,14.0,0.9846,0.0001,0.9996,0.0071,0.0675,0.9484,0.0175,0.5132,-0.0203,1.0,7.0,0.9858,7.3961e-08,10.1134,-0.3484,0.3236,0.3584,0.2242,5.0,4.0,0.9945,2.1905,-1.2336,120.0,0.0018,18.979
2019-04-24,535,0.9696,6.7395,-0.0312,0.0353,-0.5645,0.3551,0.7619,0.9574,3.0,0.5317,14.0,0.9846,0.0001,0.9996,0.0071,0.0675,0.9484,0.0175,0.5132,-0.0203,1.0,7.0,0.9858,7.3961e-08,10.1134,-0.3484,0.3236,0.3584,0.2242,5.0,4.0,0.9945,2.1905,-1.2336,120.0,0.0018,18.979
2019-04-17,536,-0.0713,0.1654,-0.4891,0.6112,-0.6147,0.8328,-1.0,0.2419,16.0,0.9906,3.0,0.0001,0.0001,0.5,0.3602,0.1285,0.1198,0.6245,1.0713,-1.0,0.0,1.0,0.1478,0.0026,0.8424,-0.8767,-0.2423,0.3022,-1.0,-1.0,-1.0,0.1232,0.2215,-32.5506,32.0,0.2115,4.695
2019-04-19,536,-0.0713,0.1654,-0.4891,0.6112,-0.6147,0.8328,-1.0,0.2419,16.0,0.9906,3.0,0.0001,0.0001,0.5,0.3602,0.1285,0.1198,0.6245,1.0713,-1.0,0.0,1.0,0.1478,0.0026,0.8424,-0.8767,-0.2423,0.3022,-1.0,-1.0,-1.0,0.1232,0.2215,-32.5506,32.0,0.2115,4.695
2019-04-20,536,-0.0713,0.1654,-0.4891,0.6112,-0.6147,0.8328,-1.0,0.2419,16.0,0.9906,3.0,0.0001,0.0001,0.5,0.3602,0.1285,0.1198,0.6245,1.0713,-1.0,0.0,1.0,0.1478,0.0026,0.8424,-0.8767,-0.2423,0.3022,-1.0,-1.0,-1.0,0.1232,0.2215,-32.5506,32.0,0.2115,4.695
2019-04-21,536,-0.0713,0.1654,-0.4891,0.6112,-0.6147,0.8328,-1.0,0.2419,16.0,0.9906,3.0,0.0001,0.0001,0.5,0.3602,0.1285,0.1198,0.6245,1.0713,-1.0,0.0,1.0,0.1478,0.0026,0.8424,-0.8767,-0.2423,0.3022,-1.0,-1.0,-1.0,0.1232,0.2215,-32.5506,32.0,0.2115,4.695
2019-04-22,536,-0.0713,0.1654,-0.4891,0.6112,-0.6147,0.8328,-1.0,0.2419,16.0,0.9906,3.0,0.0001,0.0001,0.5,0.3602,0.1285,0.1198,0.6245,1.0713,-1.0,0.0,1.0,0.1478,0.0026,0.8424,-0.8767,-0.2423,0.3022,-1.0,-1.0,-1.0,0.1232,0.2215,-32.5506,32.0,0.2115,4.695
2019-04-23,536,0.3546,0.4381,-0.5075,0.5845,-0.6642,0.8938,-1.0,0.8495,7.0,0.9696,7.0,0.0556,0.0556,0.8185,0.1186,2.4731,0.2211,0.3344,0.9158,-1.0,0.0,1.0,0.5344,0.0007,2.8732,3.0102,-0.1877,0.258,-1.0,-1.0,-1.0,0.2071,0.4328,-20.1087,33.0,0.3163,2.5835
2019-04-24,536,0.3546,0.4381,-0.5075,0.5845,-0.6642,0.8938,-1.0,0.8495,7.0,0.9696,7.0,0.0556,0.0556,0.8185,0.1186,2.4731,0.2211,0.3344,0.9158,-1.0,0.0,1.0,0.5344,0.0007,2.8732,3.0102,-0.1877,0.258,-1.0,-1.0,-1.0,0.2071,0.4328,-20.1087,33.0,0.3163,2.5835
2019-04-25,536,0.3546,0.4381,-0.5075,0.5845,-0.6642,0.8938,-1.0,0.8495,7.0,0.9696,7.0,0.0556,0.0556,0.8185,0.1186,2.4731,0.2211,0.3344,0.9158,-1.0,0.0,1.0,0.5344,0.0007,2.8732,3.0102,-0.1877,0.258,-1.0,-1.0,-1.0,0.2071,0.4328,-20.1087,33.0,0.3163,2.5835
2019-04-26,536,-0.0713,0.1654,-0.4891,0.6112,-0.6147,0.8328,-1.0,0.2419,16.0,0.9906,3.0,0.0001,0.0001,0.5,0.3602,0.1285,0.1198,0.6245,1.0713,-1.0,0.0,1.0,0.1478,0.0026,0.8424,-0.8767,-0.2423,0.3022,-1.0,-1.0,-1.0,0.1232,0.2215,-32.5506,32.0,0.2115,4.695
2019-04-27,536,-0.0713,0.1654,-0.4891,0.6112,-0.6147,0.8328,-1.0,0.2419,16.0,0.9906,3.0,0.0001,0.0001,0.5,0.3602,0.1285,0.1198,0.6245,1.0713,-1.0,0.0,1.0,0.1478,0.0026,0.8424,-0.8767,-0.2423,0.3022,-1.0,-1.0,-1.0,0.1232,0.2215,-32.5506,32.0,0.2115,4.695
2019-04-28,536,-0.0713,0.1654,-0.4891,0.6112,-0.6147,0.8328,-1.0,0.2419,16.0,0.9906,3.0,0.0001,0.0001,0.5,0.3602,0.1285,0.1198,0.6245,1.0713,-1.0,0.0,1.0,0.1478,0.0026,0.8424,-0.8767,-0.2423,0.3022,-1.0,-1.0,-1.0,0.1232,0.2215,-32.5506,32.0,0.2115,4.695
2019-04-29,536,-0.0713,0.1654,-0.4891,0.6112,-0.6147,0.8328,-1.0,0.2419,16.0,0.9906,3.0,0.0001,0.0001,0.5,0.3602,0.1285,0.1198,0.6245,1.0713,-1.0,0.0,1.0,0.1478,0.0026,0.8424,-0.8767,-0.2423,0.3022,-1.0,-1.0,-1.0,0.1232,0.2215,-32.5506,32.0,0.2115,4.695
2019-04-30,536,-0.0713,0.1654,-0.4891,0.6112,-0.6147,0.8328,-1.0,0.2419,16.0,0.9906,3.0,0.0001,0.0001,0.5,0.3602,0.1285,0.1198,0.6245,1.0713,-1.0,0.0,1.0,0.1478,0.0026,0.8424,-0.8767,-0.2423,0.3022,-1.0,-1.0,-1.0,0.1232,0.2215,-32.5506,32.0,0.2115,4.695
2019-05-01,536,-0.0713,0.1654,-0.4891,0.6112,-0.6147,0.8328,-1.0,0.2419,16.0,0.9906,3.0,0.0001,0.0001,0.5,0.3602,0.1285,0.1198,0.6245,1.0713,-1.0,0.0,1.0,0.1478,0.0026,0.8424,-0.8767,-0.2423,0.3022,-1.0,-1.0,-1.0,0.1232,0.2215,-32.5506,32.0,0.2115,4.695
2019-05-02,536,-0.0713,0.1654,-0.4891,0.6112,-0.6147,0.8328,-1.0,0.2419,16.0,0.9906,3.0,0.0001,0.0001,0.5,0.3602,0.1285,0.1198,0.6245,1.0713,-1.0,0.0,1.0,0.1478,0.0026,0.8424,-0.8767,-0.2423,0.3022,-1.0,-1.0,-1.0,0.1232,0.2215,-32.5506,32.0,0.2115,4.695
2019-05-03,536,-0.0713,0.1654,-0.4891,0.6112,-0.6147,0.8328,-1.0,0.2419,16.0,0.9906,3.0,0.0001,0.0001,0.5,0.3602,0.1285,0.1198,0.6245,1.0713,-1.0,0.0,1.0,0.1478,0.0026,0.8424,-0.8767,-0.2423,0.3022,-1.0,-1.0,-1.0,0.1232,0.2215,-32.5506,32.0,0.2115,4.695
